"State","Date","Cumulative_Cases","Daily_Cases","Cumulative_Deaths","Daily_Deaths"
"Florida",2022-05-06,6002153,49510,74060,21
"Florida",2022-05-07,6002153,0,74085,25
"Florida",2022-05-08,6002153,0,74085,0
"Florida",2022-05-09,6002153,0,74108,23
"Florida",2022-05-10,6002153,0,74113,5
"Florida",2022-05-11,6002153,0,74133,20
"Florida",2022-05-12,6002153,0,74158,25
"Florida",2022-05-13,6002153,0,74178,20
"Florida",2022-05-14,6002153,0,74178,0
"Florida",2022-05-15,6002153,0,74178,0
"Florida",2022-05-16,6021780,19627,74239,61
"Florida",2022-05-17,6030141,8361,74241,2
"Florida",2022-05-18,6039475,9334,74272,31
"Florida",2022-05-19,6049740,10265,74295,23
"Florida",2022-05-20,6101783,52043,74331,36
"Florida",2022-05-21,6101783,0,74331,0
"Florida",2022-05-22,6101783,0,74331,0
"Florida",2022-05-23,6101783,0,74374,43
"Florida",2022-05-24,6101783,0,74378,4
"Florida",2022-05-25,6102614,831,74400,22
"Florida",2022-05-26,6114014,11400,74435,35
"Florida",2022-05-27,6125115,11101,74466,31
"Florida",2022-05-28,6125115,0,74466,0
"Florida",2022-05-29,6125115,0,74466,0
"Florida",2022-05-30,6125115,0,74466,0
"Florida",2022-05-31,6159702,34587,74550,84
"Florida",2022-06-01,6169670,9968,74557,7
"Florida",2022-06-02,6182874,13204,74588,31
"Florida",2022-06-03,6240440,57566,74590,2
"Florida",2022-06-04,6240440,0,74667,77
"Florida",2022-06-05,6240440,0,74667,0
"Florida",2022-06-06,6240440,0,74715,48
"Florida",2022-06-07,6240440,0,74719,4
"Florida",2022-06-08,6247227,6787,74766,47
"Florida",2022-06-09,6259362,12135,74818,52
"Florida",2022-06-10,6271284,11922,74852,34
"Florida",2022-06-11,6282014,10730,74886,34
"Florida",2022-06-12,6282014,0,74886,0
"Florida",2022-06-13,6297767,15753,74948,62
"Florida",2022-06-14,6307534,9767,74953,5
"Florida",2022-06-15,6320890,13356,75023,70
"Florida",2022-06-16,6333646,12756,75087,64
"Florida",2022-06-17,6389198,55552,75096,9
"Florida",2022-06-18,6389198,0,75096,0
"Florida",2022-06-19,6389198,0,75096,0
"Florida",2022-06-20,6389198,0,75096,0
"Florida",2022-06-21,6389198,0,75297,201
"Florida",2022-06-22,6395154,5956,75337,40
"Florida",2022-06-23,6407648,12494,75411,74
"Florida",2022-06-24,6419490,11842,75491,80
"Florida",2022-06-25,6430582,11092,75577,86
"Florida",2022-06-26,6430582,0,75577,0
"Florida",2022-06-27,6447100,16518,75663,86
"Florida",2022-06-28,6447100,0,75671,8
"Florida",2022-06-29,6469540,22440,75738,67
"Florida",2022-06-30,6482295,12755,75800,62
"Florida",2022-07-01,6537512,55217,75891,91
"Florida",2022-07-02,6537512,0,75891,0
"Florida",2022-07-03,6537512,0,75891,0
"Florida",2022-07-04,6537512,0,75891,0
"Florida",2022-07-05,6537512,0,76031,140
"Florida",2022-07-06,6537512,0,76041,10
"Florida",2022-07-07,6547636,10124,76119,78
"Florida",2022-07-08,6561833,14197,76193,74
"Florida",2022-07-09,6561833,0,76193,0
"Florida",2022-07-10,6561833,0,76193,0
"Florida",2022-07-11,6590900,29067,76389,196
"Florida",2022-07-12,6602374,11474,76404,15
"Florida",2022-07-13,6614806,12432,76489,85
"Florida",2022-07-14,6628345,13539,76490,1
"Florida",2022-07-15,6683581,55236,76662,172
"Florida",2022-07-16,6683581,0,76662,0
"Florida",2022-07-17,6683581,0,76662,0
"Florida",2022-07-18,6683581,0,76823,161
"Florida",2022-07-19,6683581,0,76839,16
"Florida",2022-07-20,6691964,8383,76922,83
"Florida",2022-07-21,6703842,11878,77022,100
"Florida",2022-07-22,6716112,12270,77098,76
"Florida",2022-07-23,6716112,0,77098,0
"Florida",2022-07-24,6716112,0,77098,0
"Florida",2022-07-25,6743157,27045,77273,175
"Florida",2022-07-26,6754722,11565,77286,13
"Florida",2022-07-27,6765875,11153,77377,91
"Florida",2022-07-28,6778523,12648,77377,0
"Florida",2022-07-29,6833033,54510,77565,188
"Florida",2022-07-30,6833033,0,77565,0
"Florida",2022-07-31,6833033,0,77565,0
"Florida",2022-08-01,6833033,0,77734,169
"Florida",2022-08-02,6833033,0,77734,0
"Florida",2022-08-03,6834572,1539,77823,89
"Florida",2022-08-04,6845953,11381,77823,0
"Florida",2022-08-05,6855234,9281,78047,224
"Florida",2022-08-06,6855234,0,78047,0
"Florida",2022-08-07,6855234,0,78047,0
"Florida",2022-08-08,6875931,20697,78236,189
"Florida",2022-08-09,6884224,8293,78251,15
"Florida",2022-08-10,6892701,8477,78346,95
"Florida",2022-08-11,6901581,8880,78447,101
"Florida",2022-08-12,6909415,7834,78556,109
"Florida",2022-08-13,6979951,70536,78559,3
"Florida",2022-08-14,6979951,0,78559,0
"Florida",2022-08-15,6979951,0,78731,172
"Florida",2022-08-16,6979951,0,78749,18
"Florida",2022-08-17,6952951,0,78845,96
"Florida",2022-08-18,6952951,0,78939,94
"Florida",2022-08-19,6954834,1883,79017,78
"Florida",2022-08-20,6954834,0,79017,0
"Florida",2022-08-21,6954834,0,79017,0
"Florida",2022-08-22,6971052,16218,79236,219
"Florida",2022-08-23,6977905,6853,79243,7
"Florida",2022-08-24,6984510,6605,79366,123
"Florida",2022-08-25,6991770,7260,79450,84
"Florida",2022-08-26,7041916,50146,79573,123
"Florida",2022-08-27,7041916,0,79573,0
"Florida",2022-08-28,7041916,0,79573,0
"Florida",2022-08-29,7042096,180,79782,209
"Florida",2022-08-30,7042096,0,79795,13
"Florida",2022-08-31,7042096,0,79853,58
"Florida",2022-09-01,7042096,0,79955,102
"Florida",2022-09-02,7042096,0,80027,72
"Florida",2022-09-03,7042096,0,80027,0
"Florida",2022-09-04,7042096,0,80027,0
"Florida",2022-09-05,7042096,0,80027,0
"Florida",2022-09-06,7051414,9318,80231,204
"Florida",2022-09-07,7051414,0,80231,0
"Florida",2022-09-08,7061296,9882,80327,96
"Florida",2022-09-09,7108060,46764,80408,81
"Florida",2022-09-10,7108060,0,80408,0
"Florida",2022-09-11,7108060,0,80408,0
"Florida",2022-09-12,7108176,116,80574,166
"Florida",2022-09-13,7109769,1593,80564,0
"Florida",2022-09-14,7109769,0,80647,83
"Florida",2022-09-15,7109769,0,80716,69
"Florida",2022-09-16,7109769,0,80782,66
"Florida",2022-09-17,7109769,0,80782,0
"Florida",2022-09-18,7109769,0,80782,0
"Florida",2022-09-19,7109769,0,80949,167
"Florida",2022-09-20,7109769,0,80954,5
"Florida",2022-09-21,7109769,0,81007,53
"Florida",2022-09-22,7109769,0,81077,70
"Florida",2022-09-23,7150188,40419,81139,62
"Florida",2022-09-24,7150188,0,81139,0
"Florida",2022-09-25,7150188,0,81139,0
"Florida",2022-09-26,7150188,0,81260,121
"Florida",2022-09-27,7150188,0,81261,1
"Florida",2022-09-28,7150188,0,81308,47
"Florida",2022-09-29,7150188,0,81369,61
"Florida",2022-09-30,7150188,0,81416,47
"Florida",2022-10-01,7150188,0,81416,0
"Florida",2022-10-02,7150188,0,81416,0
"Florida",2022-10-03,7150188,0,81454,38
"Florida",2022-10-04,7150188,0,81464,10
"Florida",2022-10-05,7150188,0,81533,69
"Florida",2022-10-06,7150188,0,81606,73
"Florida",2022-10-07,7172780,22592,81661,55
"Florida",2022-10-08,7172780,0,81661,0
"Florida",2022-10-09,7172780,0,81661,0
"Florida",2022-10-10,7172780,0,81661,0
"Florida",2022-10-11,7172780,0,81764,103
"Florida",2022-10-12,7172780,0,81807,43
"Florida",2022-10-13,7172780,0,81865,58
"Florida",2022-10-14,7172780,0,81910,45
"Florida",2022-10-15,7172780,0,81910,0
"Florida",2022-10-16,7172780,0,81910,0
"Florida",2022-10-17,7172780,0,82021,111
"Florida",2022-10-18,7172780,0,82025,4
"Florida",2022-10-19,7172780,0,82065,40
"Florida",2022-10-20,7172780,0,82065,0
"Florida",2022-10-21,7192835,20055,82176,111
"Florida",2022-10-22,7192835,0,82176,0
"Florida",2022-10-23,7192835,0,82176,0
"Florida",2022-10-24,7192835,0,82176,0
"Florida",2022-10-25,7192835,0,82176,0
"Florida",2022-10-26,7192835,0,82176,0
"Florida",2022-10-27,7192835,0,82176,0
"Florida",2022-10-28,7192835,0,82176,0
"Florida",2022-10-29,7192835,0,82176,0
"Florida",2022-10-30,7192835,0,82176,0
"Florida",2022-10-31,7192835,0,82176,0
"Florida",2022-11-01,7192835,0,82176,0
"Florida",2022-11-02,7192835,0,82176,0
"Florida",2022-11-03,7203370,10535,82357,181
"Florida",2022-11-04,7215992,12622,82541,184
"Florida",2022-11-05,7215992,0,82541,0
"Florida",2022-11-06,7215992,0,82541,0
"Florida",2022-11-07,7215992,0,82541,0
"Florida",2022-11-08,7215992,0,82541,0
"Florida",2022-11-09,7215992,0,82541,0
"Florida",2022-11-10,7215992,0,82541,0
"Florida",2022-11-11,7215992,0,82541,0
"Florida",2022-11-12,7215992,0,82541,0
"Florida",2022-11-13,7215992,0,82541,0
"Florida",2022-11-14,7215992,0,82541,0
"Florida",2022-11-15,7215992,0,82541,0
"Florida",2022-11-16,7215992,0,82541,0
"Florida",2022-11-17,7215992,0,82541,0
"Florida",2022-11-18,7239478,23486,82875,334
"Florida",2022-11-19,7239478,0,82875,0
"Florida",2022-11-20,7239478,0,82875,0
"Florida",2022-11-21,7239478,0,82875,0
"Florida",2022-11-22,7239478,0,82875,0
"Florida",2022-11-23,7239478,0,82875,0
"Florida",2022-11-24,7239478,0,82875,0
"Florida",2022-11-25,7239478,0,82875,0
"Florida",2022-11-26,7239478,0,82875,0
"Florida",2022-11-27,7239478,0,82875,0
"Florida",2022-11-28,7239478,0,82875,0
"Florida",2022-11-29,7239478,0,82875,0
"Florida",2022-11-30,7239478,0,82875,0
"Florida",2022-12-01,7252023,12545,83095,220
"Florida",2022-12-02,7270410,18387,83201,106
"Florida",2022-12-03,7270410,0,83201,0
"Florida",2022-12-04,7270410,0,83201,0
"Florida",2022-12-05,7270410,0,83201,0
"Florida",2022-12-06,7270410,0,83201,0
"Florida",2022-12-07,7270410,0,83201,0
"Florida",2022-12-08,7270410,0,83201,0
"Florida",2022-12-09,7270410,0,83201,0
"Florida",2022-12-10,7270410,0,83201,0
"Florida",2022-12-11,7270410,0,83201,0
"Florida",2022-12-12,7270410,0,83201,0
"Florida",2022-12-13,7270410,0,83201,0
"Florida",2022-12-14,7270410,0,83201,0
"Florida",2022-12-15,7290073,19663,83380,179
"Florida",2022-12-16,7312963,22890,83606,226
"Florida",2022-12-17,7312963,0,83606,0
"Florida",2022-12-18,7312963,0,83606,0
"Florida",2022-12-19,7312963,0,83606,0
"Florida",2022-12-20,7312963,0,83606,0
"Florida",2022-12-21,7312963,0,83606,0
"Florida",2022-12-22,7312963,0,83606,0
"Florida",2022-12-23,7312963,0,83606,0
"Florida",2022-12-24,7312963,0,83606,0
"Florida",2022-12-25,7312963,0,83606,0
"Florida",2022-12-26,7312963,0,83606,0
"Florida",2022-12-27,7312963,0,83606,0
"Florida",2022-12-28,7312963,0,83606,0
"Florida",2022-12-29,7338503,25540,83906,300
"Florida",2022-12-30,7338503,0,83906,0
"Florida",2022-12-31,7338503,0,83906,0
"Florida",2023-01-01,7338503,0,83906,0
"Florida",2023-01-02,7338503,0,83906,0
"Florida",2023-01-03,7338503,0,83906,0
"Florida",2023-01-04,7338503,0,83906,0
"Florida",2023-01-05,7361744,23241,84015,109
"Florida",2023-01-06,7393712,31968,84176,161
"Florida",2023-01-07,7393712,0,84176,0
"Florida",2023-01-08,7393712,0,84176,0
"Florida",2023-01-09,7393712,0,84176,0
"Florida",2023-01-10,7393712,0,84176,0
"Florida",2023-01-11,7393712,0,84176,0
"Florida",2023-01-12,7393712,0,84176,0
"Florida",2023-01-13,7393712,0,84176,0
"Florida",2023-01-14,7393712,0,84176,0
"Florida",2023-01-15,7393712,0,84176,0
"Florida",2023-01-16,7393712,0,84176,0
"Florida",2023-01-17,7393712,0,84176,0
"Florida",2023-01-18,7393712,0,84176,0
"Florida",2023-01-19,7421680,27968,84605,429
"Florida",2023-01-20,7443954,22274,84927,322
"Florida",2023-01-21,7443954,0,84927,0
"Florida",2023-01-22,7443954,0,84927,0
"Florida",2023-01-23,7443954,0,84927,0
"Florida",2023-01-24,7443954,0,84927,0
"Florida",2023-01-25,7443954,0,84927,0
"Florida",2023-01-26,7443954,0,84927,0
"Florida",2023-01-27,7443954,0,84927,0
"Florida",2023-01-28,7443954,0,84927,0
"Florida",2023-01-29,7443954,0,84927,0
"Florida",2023-01-30,7443954,0,84927,0
"Florida",2023-01-31,7443954,0,84927,0
"Florida",2023-02-01,7443954,0,84927,0
"Florida",2023-02-02,7465016,21062,85370,443
"Florida",2023-02-03,7483857,18841,85710,340
"Florida",2023-02-04,7483857,0,85710,0
"Florida",2023-02-05,7483857,0,85710,0
"Florida",2023-02-06,7483857,0,85710,0
"Florida",2023-02-07,7483857,0,85710,0
"Florida",2023-02-08,7483857,0,85710,0
"Florida",2023-02-09,7483857,0,85710,0
"Florida",2023-02-10,7483857,0,85710,0
"Florida",2023-02-11,7483857,0,85710,0
"Florida",2023-02-12,7483857,0,85710,0
"Florida",2023-02-13,7483857,0,85710,0
"Florida",2023-02-14,7483857,0,85710,0
"Florida",2023-02-15,7483857,0,85710,0
"Florida",2023-02-16,7483857,0,85710,0
"Florida",2023-02-17,7516906,33049,86294,584
"Florida",2023-02-18,7516906,0,86294,0
"Florida",2023-02-19,7516906,0,86294,0
"Florida",2023-02-20,7516906,0,86294,0
"Florida",2023-02-21,7516906,0,86294,0
"Florida",2023-02-22,7516906,0,86294,0
"Florida",2023-02-23,7516906,0,86294,0
"Florida",2023-02-24,7516906,0,86294,0
"Florida",2023-02-25,7516906,0,86294,0
"Florida",2023-02-26,7516906,0,86294,0
"Florida",2023-02-27,7516906,0,86294,0
"Florida",2023-02-28,7516906,0,86294,0
"Florida",2023-03-01,7516906,0,86294,0
"Florida",2023-03-02,7528420,11514,86460,166
"Florida",2023-03-03,7574590,46170,86850,390
"Florida",2023-03-04,7574590,0,86850,0
"Florida",2023-03-05,7574590,0,86850,0
"Florida",2023-03-06,7574590,0,86850,0
"Florida",2023-03-07,7574590,0,86850,0
"Florida",2023-03-08,7574590,0,86850,0
"Florida",2023-03-09,7574590,0,NA,NA
"Georgia",2020-01-22,0,0,0,0
"Georgia",2020-01-23,0,0,0,0
"Georgia",2020-01-24,0,0,0,0
"Georgia",2020-01-25,0,0,0,0
"Georgia",2020-01-26,0,0,0,0
"Georgia",2020-01-27,0,0,0,0
"Georgia",2020-01-28,0,0,0,0
"Georgia",2020-01-29,0,0,0,0
"Georgia",2020-01-30,0,0,0,0
"Georgia",2020-01-31,0,0,0,0
"Georgia",2020-02-01,0,0,0,0
"Georgia",2020-02-02,0,0,0,0
"Georgia",2020-02-03,0,0,0,0
"Georgia",2020-02-04,0,0,0,0
"Georgia",2020-02-05,0,0,0,0
"Georgia",2020-02-06,0,0,0,0
"Georgia",2020-02-07,0,0,0,0
"Georgia",2020-02-08,0,0,0,0
"Georgia",2020-02-09,0,0,0,0
"Georgia",2020-02-10,0,0,0,0
"Georgia",2020-02-11,0,0,0,0
"Georgia",2020-02-12,0,0,0,0
"Georgia",2020-02-13,0,0,0,0
"Georgia",2020-02-14,0,0,0,0
"Georgia",2020-02-15,0,0,0,0
"Georgia",2020-02-16,0,0,0,0
"Georgia",2020-02-17,0,0,0,0
"Georgia",2020-02-18,0,0,0,0
"Georgia",2020-02-19,0,0,0,0
"Georgia",2020-02-20,0,0,0,0
"Georgia",2020-02-21,0,0,0,0
"Georgia",2020-02-22,0,0,0,0
"Georgia",2020-02-23,0,0,0,0
"Georgia",2020-02-24,0,0,0,0
"Georgia",2020-02-25,0,0,0,0
"Georgia",2020-02-26,0,0,0,0
"Georgia",2020-02-27,0,0,0,0
"Georgia",2020-02-28,0,0,0,0
"Georgia",2020-02-29,0,0,0,0
"Georgia",2020-03-01,0,0,0,0
"Georgia",2020-03-02,0,0,0,0
"Georgia",2020-03-03,2,2,0,0
"Georgia",2020-03-04,2,0,0,0
"Georgia",2020-03-05,2,0,0,0
"Georgia",2020-03-06,3,1,0,0
"Georgia",2020-03-07,5,2,0,0
"Georgia",2020-03-08,5,0,0,0
"Georgia",2020-03-09,10,5,0,0
"Georgia",2020-03-10,17,7,0,0
"Georgia",2020-03-11,23,6,0,0
"Georgia",2020-03-12,31,8,1,1
"Georgia",2020-03-13,42,11,1,0
"Georgia",2020-03-14,73,31,1,0
"Georgia",2020-03-15,99,26,1,0
"Georgia",2020-03-16,121,22,1,0
"Georgia",2020-03-17,146,25,1,0
"Georgia",2020-03-18,197,51,3,2
"Georgia",2020-03-19,287,90,10,7
"Georgia",2020-03-20,485,198,14,4
"Georgia",2020-03-21,555,70,20,6
"Georgia",2020-03-22,621,66,25,5
"Georgia",2020-03-23,772,151,25,0
"Georgia",2020-03-24,1026,254,32,7
"Georgia",2020-03-25,1247,221,40,8
"Georgia",2020-03-26,1525,278,48,8
"Georgia",2020-03-27,2000,475,64,16
"Georgia",2020-03-28,2366,366,69,5
"Georgia",2020-03-29,2651,285,80,11
"Georgia",2020-03-30,2808,157,87,7
"Georgia",2020-03-31,3929,1121,111,24
"Georgia",2020-04-01,4638,709,139,28
"Georgia",2020-04-02,5348,710,163,24
"Georgia",2020-04-03,5831,483,184,21
"Georgia",2020-04-04,6160,329,201,17
"Georgia",2020-04-05,6647,487,211,10
"Georgia",2020-04-06,7314,667,229,18
"Georgia",2020-04-07,8822,1508,329,100
"Georgia",2020-04-08,9901,1079,362,33
"Georgia",2020-04-09,10566,665,379,17
"Georgia",2020-04-10,11485,919,416,37
"Georgia",2020-04-11,12159,674,429,13
"Georgia",2020-04-12,12452,293,433,4
"Georgia",2020-04-13,13315,863,465,32
"Georgia",2020-04-14,14578,1263,525,60
"Georgia",2020-04-15,14987,409,552,27
"Georgia",2020-04-16,15669,682,587,35
"Georgia",2020-04-17,17194,1525,650,63
"Georgia",2020-04-18,17669,475,673,23
"Georgia",2020-04-19,18301,632,687,14
"Georgia",2020-04-20,19407,1106,775,88
"Georgia",2020-04-21,19881,474,798,23
"Georgia",2020-04-22,21214,1333,848,50
"Georgia",2020-04-23,21883,669,881,33
"Georgia",2020-04-24,22491,608,899,18
"Georgia",2020-04-25,23222,731,907,8
"Georgia",2020-04-26,23486,264,916,9
"Georgia",2020-04-27,24302,816,995,79
"Georgia",2020-04-28,24922,620,1036,41
"Georgia",2020-04-29,25775,853,1101,65
"Georgia",2020-04-30,26264,489,1132,31
"Georgia",2020-05-01,27489,1225,1169,37
"Georgia",2020-05-02,28331,842,1177,8
"Georgia",2020-05-03,28665,334,1184,7
"Georgia",2020-05-04,29451,786,1246,62
"Georgia",2020-05-05,29998,547,1299,53
"Georgia",2020-05-06,30743,745,1327,28
"Georgia",2020-05-07,31618,875,1355,28
"Georgia",2020-05-08,32181,563,1400,45
"Georgia",2020-05-09,32588,407,1403,3
"Georgia",2020-05-10,33580,992,1406,3
"Georgia",2020-05-11,34002,422,1444,38
"Georgia",2020-05-12,34924,922,1498,54
"Georgia",2020-05-13,35427,503,1517,19
"Georgia",2020-05-14,35977,550,1545,28
"Georgia",2020-05-15,36772,795,1588,43
"Georgia",2020-05-16,37212,440,1598,10
"Georgia",2020-05-17,37579,367,1610,12
"Georgia",2020-05-18,38283,704,1649,39
"Georgia",2020-05-19,38855,572,1675,26
"Georgia",2020-05-20,39801,946,1697,22
"Georgia",2020-05-21,40663,862,1775,78
"Georgia",2020-05-22,41482,819,1808,33
"Georgia",2020-05-23,42242,760,1822,14
"Georgia",2020-05-24,42902,660,1827,5
"Georgia",2020-05-25,43400,498,1848,21
"Georgia",2020-05-26,43983,583,1896,48
"Georgia",2020-05-27,44638,655,1933,37
"Georgia",2020-05-28,45266,628,1973,40
"Georgia",2020-05-29,45881,615,1987,14
"Georgia",2020-05-30,46331,450,2004,17
"Georgia",2020-05-31,47063,732,2053,49
"Georgia",2020-06-01,47902,839,2094,41
"Georgia",2020-06-02,48207,305,2102,8
"Georgia",2020-06-03,48894,687,2123,21
"Georgia",2020-06-04,49859,965,2149,26
"Georgia",2020-06-05,50621,762,2174,25
"Georgia",2020-06-06,51359,738,2178,4
"Georgia",2020-06-07,51898,539,2180,2
"Georgia",2020-06-08,52497,599,2208,28
"Georgia",2020-06-09,53249,752,2285,77
"Georgia",2020-06-10,53980,731,2329,44
"Georgia",2020-06-11,54973,993,2375,46
"Georgia",2020-06-12,55783,810,2418,43
"Georgia",2020-06-13,56804,1021,2447,29
"Georgia",2020-06-14,57681,877,2451,4
"Georgia",2020-06-15,58414,733,2494,43
"Georgia",2020-06-16,59078,664,2529,35
"Georgia",2020-06-17,60030,952,2575,46
"Georgia",2020-06-18,60912,882,2605,30
"Georgia",2020-06-19,62009,1097,2636,31
"Georgia",2020-06-20,63809,1800,2642,6
"Georgia",2020-06-21,64701,892,2643,1
"Georgia",2020-06-22,65928,1227,2648,5
"Georgia",2020-06-23,67810,1882,2695,47
"Georgia",2020-06-24,69381,1571,2698,3
"Georgia",2020-06-25,71095,1714,2745,47
"Georgia",2020-06-26,72995,1900,2770,25
"Georgia",2020-06-27,74985,1990,2776,6
"Georgia",2020-06-28,77210,2225,2778,2
"Georgia",2020-06-29,79417,2207,2784,6
"Georgia",2020-06-30,81291,1874,2805,21
"Georgia",2020-07-01,84242,2951,2827,22
"Georgia",2020-07-02,87709,3467,2849,22
"Georgia",2020-07-03,90493,2784,2857,8
"Georgia",2020-07-04,93319,2826,2857,0
"Georgia",2020-07-05,95516,2197,2860,3
"Georgia",2020-07-06,97064,1548,2878,18
"Georgia",2020-07-07,100470,3406,2899,21
"Georgia",2020-07-08,103890,3420,2922,23
"Georgia",2020-07-09,106727,2837,2930,8
"Georgia",2020-07-10,111217,4490,2965,35
"Georgia",2020-07-11,114401,3184,2996,31
"Georgia",2020-07-12,116935,2534,3003,7
"Georgia",2020-07-13,120572,3637,3026,23
"Georgia",2020-07-14,123963,3391,3054,28
"Georgia",2020-07-15,127838,3875,3091,37
"Georgia",2020-07-16,131287,3449,3105,14
"Georgia",2020-07-17,135192,3905,3132,27
"Georgia",2020-07-18,139880,4688,3169,37
"Georgia",2020-07-19,143129,3249,3174,5
"Georgia",2020-07-20,145582,2453,3177,3
"Georgia",2020-07-21,148988,3406,3254,77
"Georgia",2020-07-22,152302,3314,3335,81
"Georgia",2020-07-23,156607,4305,3361,26
"Georgia",2020-07-24,161420,4813,3443,82
"Georgia",2020-07-25,165188,3768,3494,51
"Georgia",2020-07-26,167953,2765,3498,4
"Georgia",2020-07-27,170843,2890,3509,11
"Georgia",2020-07-28,175052,4209,3563,54
"Georgia",2020-07-29,178323,3271,3642,79
"Georgia",2020-07-30,182286,3963,3671,29
"Georgia",2020-07-31,186352,4066,3752,81
"Georgia",2020-08-01,190012,3660,3825,73
"Georgia",2020-08-02,193177,3165,3840,15
"Georgia",2020-08-03,195435,2258,3842,2
"Georgia",2020-08-04,197948,2513,3921,79
"Georgia",2020-08-05,201713,3765,3984,63
"Georgia",2020-08-06,204895,3182,4026,42
"Georgia",2020-08-07,209004,4109,4117,91
"Georgia",2020-08-08,213427,4423,4186,69
"Georgia",2020-08-09,216596,3169,4199,13
"Georgia",2020-08-10,219025,2429,4229,30
"Georgia",2020-08-11,222588,3563,4351,122
"Georgia",2020-08-12,226153,3565,4456,105
"Georgia",2020-08-13,228668,2515,4538,82
"Georgia",2020-08-14,231895,3227,4573,35
"Georgia",2020-08-15,235168,3273,4669,96
"Georgia",2020-08-16,237030,1862,4702,33
"Georgia",2020-08-17,238861,1831,4727,25
"Georgia",2020-08-18,241677,2816,4794,67
"Georgia",2020-08-19,243982,2305,4849,55
"Georgia",2020-08-20,246741,2759,4904,55
"Georgia",2020-08-21,249630,2889,4998,94
"Georgia",2020-08-22,252222,2592,5092,94
"Georgia",2020-08-23,253949,1727,5132,40
"Georgia",2020-08-24,256253,2304,5156,24
"Georgia",2020-08-25,258354,2101,5262,106
"Georgia",2020-08-26,260590,2236,5311,49
"Georgia",2020-08-27,263074,2484,5393,82
"Georgia",2020-08-28,265372,2298,5471,78
"Georgia",2020-08-29,267758,2386,5576,105
"Georgia",2020-08-30,268973,1215,5604,28
"Georgia",2020-08-31,270471,1498,5633,29
"Georgia",2020-09-01,272697,2226,5733,100
"Georgia",2020-09-02,274613,1916,5795,62
"Georgia",2020-09-03,277288,2675,5868,73
"Georgia",2020-09-04,279354,2066,5931,63
"Georgia",2020-09-05,281548,2194,5977,46
"Georgia",2020-09-06,283199,1651,6037,60
"Georgia",2020-09-07,283807,608,6044,7
"Georgia",2020-09-08,285350,1543,6070,26
"Georgia",2020-09-09,287300,1950,6128,58
"Georgia",2020-09-10,289123,1823,6204,76
"Georgia",2020-09-11,290781,1658,6246,42
"Georgia",2020-09-12,292905,2124,6287,41
"Georgia",2020-09-13,294314,1409,6333,46
"Georgia",2020-09-14,295337,1023,6353,20
"Georgia",2020-09-15,296994,1657,6397,44
"Georgia",2020-09-16,299056,2062,6419,22
"Georgia",2020-09-17,300903,1847,6474,55
"Georgia",2020-09-18,302854,1951,6536,62
"Georgia",2020-09-19,305021,2167,6599,63
"Georgia",2020-09-20,306155,1134,6602,3
"Georgia",2020-09-21,307339,1184,6604,2
"Georgia",2020-09-22,308294,955,6673,69
"Georgia",2020-09-23,310161,1867,6769,96
"Georgia",2020-09-24,311698,1537,6816,47
"Georgia",2020-09-25,312514,816,6874,58
"Georgia",2020-09-26,313873,1359,6914,40
"Georgia",2020-09-27,314685,812,6946,32
"Georgia",2020-09-28,315281,596,6961,15
"Georgia",2020-09-29,316306,1025,6994,33
"Georgia",2020-09-30,318026,1720,7021,27
"Georgia",2020-10-01,319359,1333,7063,42
"Georgia",2020-10-02,320634,1275,7106,43
"Georgia",2020-10-03,322169,1535,7133,27
"Georgia",2020-10-04,322925,756,7162,29
"Georgia",2020-10-05,323714,789,7192,30
"Georgia",2020-10-06,324650,936,7229,37
"Georgia",2020-10-07,326142,1492,7259,30
"Georgia",2020-10-08,327407,1265,7294,35
"Georgia",2020-10-09,329032,1625,7348,54
"Georgia",2020-10-10,330269,1237,7393,45
"Georgia",2020-10-11,331409,1140,7416,23
"Georgia",2020-10-12,332311,902,7429,13
"Georgia",2020-10-13,333304,993,7454,25
"Georgia",2020-10-14,334601,1297,7470,16
"Georgia",2020-10-15,336241,1640,7492,22
"Georgia",2020-10-16,337850,1609,7556,64
"Georgia",2020-10-17,339384,1534,7607,51
"Georgia",2020-10-18,340558,1174,7638,31
"Georgia",2020-10-19,341310,752,7657,19
"Georgia",2020-10-20,342438,1128,7674,17
"Georgia",2020-10-21,343750,1312,7704,30
"Georgia",2020-10-22,345535,1785,7729,25
"Georgia",2020-10-23,347759,2224,7766,37
"Georgia",2020-10-24,349605,1846,7808,42
"Georgia",2020-10-25,350923,1318,7809,1
"Georgia",2020-10-26,351881,958,7827,18
"Georgia",2020-10-27,353372,1491,7844,17
"Georgia",2020-10-28,355025,1653,7876,32
"Georgia",2020-10-29,356848,1823,7923,47
"Georgia",2020-10-30,358225,1377,7955,32
"Georgia",2020-10-31,360790,2565,7979,24
"Georgia",2020-11-01,361982,1192,7981,2
"Georgia",2020-11-02,362921,939,7999,18
"Georgia",2020-11-03,394526,31605,8479,480
"Georgia",2020-11-04,397137,2611,8522,43
"Georgia",2020-11-05,399625,2488,8578,56
"Georgia",2020-11-06,402427,2802,8608,30
"Georgia",2020-11-07,405037,2610,8647,39
"Georgia",2020-11-08,406061,1024,8648,1
"Georgia",2020-11-09,407333,1272,8677,29
"Georgia",2020-11-10,411652,4319,8730,53
"Georgia",2020-11-11,413894,2242,8806,76
